ORDRECINE;PONDERA;ORDRE;NUM_QUEST;BOP_NUM;ANY;MES;DIA;HOR_INI;HOR_FIN;DURADA;CIRCUIT1;CIRCUIT2;CIRCUIT3;CODI_ENQ;edat_enq;sexe_enq;estudis_enq;nacionalitat_enq;PROVI;MUN;HABITAT;COMARCA;SEXE;EDAT;GR_EDAT;Edat_CEO;F01;F00;F02;F03;PRE_P1;P1_LITERALS;P1_100_R;P1_200_R;P1_300_R;P1_400_R;P1_500_R;P1_600_R;P1_700_R;P1_800_R;P1_900_R;P1_1000_R;P1_1100_R;P1_1200_R;P1_1300_R;P1_1400_R;P1_1500_R;P1_1600_R;P1_1700_R;P1_1800_R;P1_8000_R;P1_9600_R;P1_9500_R;P1_9800_R;P1_9900_R;P1_100_E;P1_101_E;P1_102_E;P1_103_E;P1_104_E;P1_105_E;P1_106_E;P1_107_E;P1_108_E;P1_109_E;P1_110_E;P1_111_E;P1_112_E;P1_200_E;P1_201_E;P1_202_E;P1_203_E;P1_204_E;P1_300_E;P1_301_E;P1_302_E;P1_304_E;P1_305_E;P1_306_E;P1_307_E;P1_308_E;P1_400_E;P1_401_E;P1_402_E;P1_403_E;P1_404_E;P1_405_E;P1_500_E;P1_501_E;P1_502_E;P1_503_E;P1_600_E;P1_601_E;P1_602_E;P1_603_E;P1_604_E;P1_605_E;P1_700_E;P1_701_E;P1_800_E;P1_801_E;P1_802_E;P1_803_E;P1_804_E;P1_805_E;P1_806_E;P1_807_E;P1_808_E;P1_809_E;P1_810_E;P1_811_E;P1_812_E;P1_813_E;P1_814_E;P1_815_E;P1_817_E;P1_818_E;P1_819_E;P1_820_E;P1_821_E;P1_822_E;P1_900_E;P1_901_E;P1_902_E;P1_903_E;P1_904_E;P1_905_E;P1_906_E;P1_907_E;P1_908_E;P1_909_E;P1_1000_E;P1_1001_E;P1_1002_E;P1_1003_E;P1_1004_E;P1_1005_E;P1_1006_E;P1_1007_E;P1_1008_E;P1_1100_E;P1_1101_E;P1_1102_E;P1_1103_E;P1_1104_E;P1_1105_E;P1_1106_E;P1_1200_E;P1_1201_E;P1_1202_E;P1_1203_E;P1_1204_E;P1_1205_E;P1_1207_E;P1_1208_E;P1_1210_E;P1_1211_E;P1_1212_E;P1_1213_E;P1_1214_E;P1_1215_E;P1_1216_E;P1_1300_E;P1_1301_E;P1_1302_E;P1_1500_E;P1_1501_E;P1_1502_E;P1_1600_E;P1_1700_E;P1_1701_E;P1_1702_E;P1_1703_E;P1_1704_E;P1_1705_E;P1_1800_E;P1_1801_E;P1_1802_E;P1_1803_E;P1_1804_E;P1_1805_E;P1_1806_E;P1_1808_E;P1_8000_E;P1_8001_E;P1_8002_E;P1_8003_E;P1_8004_E;P1_8005_E;P1_8006_E;P1_8007_E;P1_8008_E;P1_8010_E;P1_8011_E;P1_8012_E;P1_8013_E;P1_8014_E;P1_8015_E;P1_8016_E;P1_8017_E;P1_8020_E;P1_8021_E;P1_8023_E;P1_8024_E;P1_9400_E;P1_9500_E;P1_9800_E;P1_9900_E;PRE_P2;P2;P2_R;P2_LITERALS;P3;P3_LITERALS;P3R;P4;P5;P6;P7;P8;P9;P10;P11;P12;P52;P53;P54;P14;P15;P20A;P23;P16_TELE_U;P16_RADIO_U;P16_PREMSA_U;P16_INTERNET_U;P16_AMICS_U;P16_NOINFO_U;P16_NS;P16_NC;P16A_REC;P16A_LITERALS;P16B_REC;P16B_LITERALS;P16C_REC;P16C_LITERALS;PRE_P16D;P16D_1;P16D_1_LITERALS;P16D_2;P16D_2_LITERALS;P16D_3;P16D_3_LITERALS;P17A;P20B;P55;P17B;P18;P19A;P19B;P19C;P19D;P24;P24_LITERALS;P24R;P25;P27;P29;P30;P31;P66;P36;P37;P37_LITERALS;P37R;P38A;P38B;P38B_LITERALS;P38BR;P38_CENS;P38_CENSR;P39;P39_LITERALS;P39R;P40A;P40B;P40B_LITERALS;P40BR;P40_CENS;P40_CENSR;coneix_Albiol;val_Albiol;ordre_Albiol;coneix_Rajoy;val_Rajoy;ordre_Rajoy;coneix_Puigdemont;val_Puigdemont;ordre_Puigdemont;coneix_Junqueras;val_Junqueras;ordre_Junqueras;coneix_Iceta;val_Iceta;ordre_Iceta;coneix_Batet;val_Batet;ordre_Batet;coneix_Rabell;val_Rabell;ordre_Rabell;coneix_Domènech;val_Domènech;ordre_Domènech;coneix_Arrimadas;val_Arrimadas;ordre_Arrimadas;coneix_Mejías;val_Mejías;ordre_Mejías;coneix_Gabriel;val_Gabriel;ordre_Gabriel;coneix_Salellas;val_Salellas;ordre_Salellas;P72A;P72B;P72C;P72D;P72E;P72F;P72G;P82A;P82B;P82C;P83;P84A;P84B;P84C;P84D;P84E;P85A;P85B;P85C;P85D;P85E;P85F;P21A;P21B;P21C;P21D;P21E;P21F;P21G;P21H;P21I;P21J;P21K;P21L;P21M;P21N;P21O;P21P;P21Q;P21R;P21S;P86;P87;C100;C101;C102;C103;C103_LITERALS;C104;C110;C111;C120;C121;C130;C201;C201_LITERALS;C202;C401;C401A;C401B;C440;C500;C500_LITERALS;C600;C610;C700;C704;C705;C706;C800;PERSONES;SEXE_1;EDAT_1;PARENTIU_1;SEXE_2;EDAT_2;PARENTIU_2;SEXE_3;EDAT_3;PARENTIU_3;SEXE_4;EDAT_4;PARENTIU_4;SEXE_5;EDAT_5;PARENTIU_5;SEXE_6;EDAT_6;PARENTIU_6;SEXE_7;EDAT_7;PARENTIU_7;SEXE_8;EDAT_8;PARENTIU_8;SEXE_9;EDAT_9;PARENTIU_9;SEXE_10;EDAT_10;PARENTIU_10;C900;C901;C902_1;C902_2;C902_3;C902_4;C902_5;C902_97;E1;E2;E3;E4;E5;E6;E7;E81;E82;E83;E84;E85;E86
1008;1,07; ; ;42;2017;10; ; ; ;1003;1;2;1;308;1967;2;6;1;8; ;3;24;1;19;1;4;1;1;1;1;0;LA INDEP PQ LA VOL, L,EDUCACIO CAL MILLORAR EL PREU; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;603;600;LA INDEP, PQ LA VOL;3; ;15;4;3;1;5;2;2;1;1;5;1;8;3;1;2;8;9;1;0;0;1;1;0;0;0;3; ; ; ; ; ;0;115;NACIODIGITAL; ; ; ; ;8;2;1;1;4;1;2;1;1;3; ;15;2;9;2;4;1;2;1;3; ;15;1; ; ; ;97;96;3; ;3;1; ; ; ;97;96;1;1;3;1;0;7;1;9;10;1;9;1;1;3;2;1;5;11;1;4;6;1;3;8;1;1;5;2; ;9;1;7;4;2; ;12;9;9;8;3;5;3;7;4;1; ;1;9;2;8;8;1;5;8;10;10;5;10;3;6;6;1;8;8;5;9;1;1;1;1;8;1;5;1;5;2;8;2;2;1; ; ; ; ; ;1; ;1; ;5;1; ;4;2;5; ; ;5; ;6;0;5;1;1;1;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;1;0;1;1;0;1;0;2;1;4;1;1;1;2; ; ; ; ; ; 
1009;1,253; ; ;42;2017;10; ; ; ;1717;2;1;2;309;1966;2;4;1;8;8015;5;13;2;59;4;12;1;2;1;1;0;PROBLEMAS SOCIALES,RECORTES EN LA SANIDAD, RECORTES EN LA EDUCACION, LA ACTUAL SITUACION POLITICA POR QUE ESTAMOS COMO ABZNDONADOS; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;800;800;LA ACTUAL SITUACION POLITICA;95; ;95;4;3;3;4;3;5;3;3;4;5;5;2;2;2;0;0;1;1;0;1;1;0;0;0;1; ;5; ; ; ;0;97;EL INFORMAL;20;EL PERIODICO;15;LA VANGUARDIA;6;2;2;1;3;2;1;2;1;95; ;95;3;6;1;3;2;1;2;98; ;98;1; ; ; ;97;96;98; ;98;1; ; ; ;97;96;1;2;8;1;2;6;1;0;10;1;1;9;1;4;7;1;2;11;2; ;2;2; ;5;1;3;12;2; ;1;1;0;4;2; ;3;8;8;5;8;8;8;8;2; ; ;1;0;3;3;2;1;1;8;0;0;0;0;5;3;3;1;4;0;1;1;5;2;4;2;1;0;4;2;3;4;6;1;2;2;3; ; ; ;1977;2;7;2;7;1;8; ;4;1; ;3;1;4; ;1;3;3;2;2;3;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;1;0;1;1;1;1;0;1;1;4;2;2;2;2; ; ; ; ; ; 
1010;,976; ; ;42;2017;10; ; ; ;1446;2;1;1;310;1957;1;4;6;8;8279;5;40;1;53;4;11;1;1;1;1;0;EL GOBERN CENTRAL AMB LA INDEPENDENCIA, L ATUR EN GENERAL, SANITAT, EDUCACIO RETALLADES; ;1; ; ;1; ; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;810;800;EL GOBERN CENTRAL AMB LA INDEPENDENCIA;15; ;15;5;3;98;5;3;5;3;1;5;1;5;5;2;1;8;9;1;1;0;0;1;0;0;0;3; ;1; ; ; ; ; ; ; ; ; ; ;3;0;0;1;4;2;1;1;2;3; ;15;5;10;3;4;1;1;1;3; ;15;5;15; ;15;15;15;3; ;3;5;3; ;3;3;3;1;0;3;1;0;6;1;9;7;1;9;12;1;4;8;1;98;5;1;4;1;1;6;10;1;0;2;2; ;4;1;5;11;1;98;9;10;10;8;0;4;0;4;4;1; ;1;9;0;7;10;0;8;10;10;10;10;10;0;0;7;0;4;9;0;9;0;0;0;0;7;5;0;2;5;0;8;2;2;1; ; ; ; ; ;2;1;1; ;3;1; ;4;2;2; ;2;4; ;1;1;5;1;2;1;98;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;1;0;1;1;0;0;0;1;2;4;1;1;1;2; ; ; ; ; ; 
1011;,936; ; ;42;2017;10; ; ; ;1138;1;1;1;334;1970;1;4;1;8; ;3;40;1;36;3;8;1;1;1;1;0;LA POLITICA,ECONOMIA I TEMES SOCIALS; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1800;1800;TEEMAS SOCIALS;95; ;95;2;2;1;2;2;2;2;3;5;1;8;1;4;1;7;8;1;0;0;1;0;0;0;0;3; ; ; ; ; ;0;20;EL PERIODICO;15;LA VANGUARDIA; ; ;8;0;0;2;3;2;1;2;2;15; ;15;5;8;3;4;1;1;81;3; ;15;5;15; ;15;15;15;3; ;3;5;17; ;17;17;17;1;0;1;1;0;3;1;8;11;1;9;12;1;2;10;2; ;5;1;6;7;1;7;8;1;0;9;2; ;6;1;0;4;2; ;2;9;9;9;7;7;3;10;4;1; ;1;7;0;6;10;0;8;10;10;9;10;7;5;0;10;0;7;8;0;7;6;0;4;4;10;0;7;3;5;0;8;2;2;1; ; ; ; ; ;1; ;1; ;5;1; ;4;1; ;3;1;5; ;1;1;4;1;1;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;0;1;1;0;1;0;2;2;4;1;1;1;2; ; ; ; ; ; 
1012;1,32; ; ;42;2017;10; ; ; ;1860;1;1;1;157;1978;1;4;1;8; ;2;41;2;25;2;6;1;1;1;1;0;DESIGUALTAT D,OPORTUNITATS SEGONS ESTRACTE SOCIAL, PROBLEMA GREU DE LLIBERTAT D,EXPRESSIO, REPRESSIO ESTAT ESPANYOL, CORRUPCIO A NIVELL GENERAL DE L,E; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;8003;8000;FALTA DE LLIBERTAT D,EXPRESSIO, QUE ESTIGUEM IGUAL QUE ABANS DE LA TRANSICIO;15; ;15;2;1;1;4;1;4;1;1;5;1;7;3;1;2;7;8;1;1;0;0;1;0;0;0;11; ;95; ; ; ; ; ; ; ; ; ; ;8;2;1;1;4;1;2;1;2;15; ;15;2;9;3;4;1;1;1;15; ;15;5;15; ;15;15;15;20; ;17;5;3; ;3;3;3;1;0;12;1;0;7;1;9;4;1;10;1;1;3;5;1;6;11;1;6;6;1;7;2;1;2;3;2; ;8;1;6;9;2; ;10;7;10;7;2;3;1;8;4;1; ;1;9;0;4;8;0;9;10;10;10;8;9;4;7;8;1;4;8;2;9;3;0;6;4;9;3;6;7;6;0;8;2;1;1; ; ; ; ; ;1; ;1; ;5;1; ;3;1; ;4;1;9; ;2;0;5;1;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;1;0;1;1;1;1;0;1;1;4;1;1;1;2; ; ; ; ; ; 
1013;,936; ; ;42;2017;10; ; ; ;1243;2;2;2;297;1981;1;4;1;8; ;2;24;1;37;3;8;1;1;1;1;0;ECONOMIA GENERAL, SOCIALPOLITICO; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1200;1200;ECONOMIA;95; ;95;2;1;1;4;1;1;1;1;5;1;7;5;2;1;8;10;1;1;1;1;0;0;0;0;3; ;6; ;22; ;0;115;NACIO DIGITAL; ; ; ; ;8;2;0;1;3;1;2;1;1;15; ;15;3;8;3;4;1;2;1;15; ;15;5;15; ;15;15;15;3; ;3;5;3; ;3;3;3;1;0;12;1;0;6;1;8;8;1;7;5;1;0;10;1;6;11;1;2;3;1;7;9;1;0;4;2; ;7;1;8;2;2; ;1;10;10;6;1;2;2;5;4;1; ;1;8;0;6;8;0;5;8;10;10;8;8;2;7;8;0;3;7;3;8;2;0;0;0;7;0;2;3;7;0;8;98;98;1; ; ; ; ; ;1; ;1; ;5;9; ;4;1; ;3;2;10; ;2;1;5;1;1;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;1;1;1;1;1;1;0;1;1;4;1;1;1;2; ; ; ; ; ; 
1014;,936; ; ;42;2017;10; ; ; ;1067;1;1;1;308;1967;2;6;1;8; ;3;14;1;42;3;9;1;1;1;1;0;REL AMB ESPANYA, ATUR EN GRAL; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;600;600;REL AMB ESPANYA;3; ;15;2;1;1;3;2;2;1;1;4;1;6;4;2;2;7;8;1;1;0;0;0;0;0;0;3; ;1; ; ; ; ; ; ; ; ; ; ;7;3;0;2;3;1;2;1;2;3; ;15;4;9;3;4;1;2;1;3; ;15;5;3; ;15;3;15;3; ;3;5;3; ;3;3;3;1;0;2;1;0;11;1;8;12;1;8;8;1;3;5;1;3;1;1;4;10;1;6;4;1;0;9;1;0;6;1;6;7;1;98;3;9;10;6;1;4;2;5;4;1; ;1;9;0;6;8;0;5;6;5;6;4;5;2;6;8;1;5;7;2;7;3;0;1;0;8;5;5;2;7;0;8;1;2;1; ; ; ; ; ;1; ;1; ;5;8; ;4;1; ;3;1;8; ;1;2;5;1;1;1;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;0;1;1;1;1;0;2;1;4;1;1;1;2; ; ; ; ; ; 
1015;,667; ; ;42;2017;10; ; ; ;2827;1;1;2;318;1967;2;4;1;8;8015;5;13;2;23;1;5;1;2;1;2;0;FALTA DE TRABAJO, FALTA DE VIVIENDAS SOCIALES; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;201;200;FALTA DE TRABAJO;95; ;95;3;1;1;4;3;3;3;98;3;4;10;1;1;1;5;5;1;0;0;1;1;0;0;0;5; ; ; ; ; ;0;31;TELECINCO.ES; ; ; ; ;2;5;4;2;3;2;2;2;2;16; ;16;4;4;2;4;98;1;6;16; ;16;2; ; ; ;96;96;16; ;13;2; ; ; ;96;96;1;4;3;1;0;2;1;5;1;1;5;9;2; ;8;2; ;11;1;5;7;2; ;6;1;5;10;2; ;12;2; ;4;1;98;5;5;5;5;5;10;10;10;2; ; ;1;5;5;5;10;5;0;5;7;10;5;5;6;4;2;5;4;7;3;5;6;5;5;6;7;5;2;0;9;3;6;1;2;4; ; ;1; ;2000;4; ;4; ;1;3; ;1;1; ;3;2;3; ;1;1;3;2;80;2;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;0;1;1;0;1;0;2;1;4;1;2;1;2; ; ; ; ; ; 
1016;1,007; ; ;42;2017;10; ; ; ;2073;2;1;2;308;1967;2;6;1;8; ;3;24;2;70;5;15;1;1;1;1;0;QUE NO DNS DEIXEN GOVERNAR A NOSALTRES ,ATEIXOS I LLAVORS EN TENIM MOLTS D,ALTRES, TRANS PUBLICS, COMUNICACIO ESTA MALAMENT, SOBRETOT EL TREN; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;601;600;QUE NO ENS DEIXEN GOVERNAR A NOSALTRES MATEIXOS;3; ;15;2;1;98;4;2;2;1;98;5;1;6;5;2;2;7;8;1;1;1;1;1;0;0;0;3; ;1; ;25; ;0;102;TWITER; ; ; ; ;7;0;0;1;4;2;2;1;1;10; ;10;3;10;3;4;1;1;1;10; ;10;5;15; ;15;15;15;10; ;80;5;14; ;17;14;17;1;0;7;1;0;6;1;9;1;1;7;8;1;3;2;1;4;12;1;5;5;1;7;10;1;0;9;1;2;4;1;8;11;1;7;3;9;10;10;5;2;7;7;4;1; ;1;9;0;6;8;0;4;7;10;9;4;8;2;4;6;0;4;7;0;8;3;0;0;0;7;3;5;0;6;0;8;1;2;1; ; ; ; ; ;1; ;1; ;5;8; ;4;2;1; ;2;6; ;1;2;5;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1;0;1;1;0;1;0;2;1;4;1;1;1;2; ; ; ; ; ; 
1017;1,188; ; ;42;2017;10; ; ; ;1071;1;1;2;434;1959;2;4;4;17; ;2;31;1;33;2;7;1;2;1;1;0;EL CONJUNTO DEL ESTADO, LA CORRUPCION POLITICOLA CORRUPCION; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;806;800;LA CORRUPCION;15; ;15;2;1;1;5;2;1;1;1;5;1;9;5;1;1;7;10;1;1;1;1;1;0;0;0;3; ;6; ;23; ;0;97;HUFFINGTONPOST; ; ; ; ;9;0;0;2;4;2;1;1;2;15; ;15;0;10;3;4;1;2;3;15; ;15;5;15; ;15;15;15;3; ;3;5;14; ;17;14;17;1;0;2;1;0;10;1;9;6;1;9;12;1;2;5;1;7;8;1;2;4;1;4;11;1;2;9;2; ;3;1;5;7;1;5;1;10;10;10;6;6;8;8;4;1; ;1;10;0;3;10;0;0;1;10;10;5;8;0;2;8;0;5;10;1;10;0;0;0;0;8;0;2;0;5;0;10;98;98;1; ; ; ; ; ;2;7;2;1;1;9; ;4;1; ;3;2;7; ;1;2;5;3;3;3;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;0;1;1;1;1;0;2;1;4;1;1;1;2; ; ; ; ; ; 
1018;1; ; ;42;2017;10; ; ; ;1347;1;1;1;319;1978;1;6;1;8;8019;6;13;2;37;3;8;1;2;1;1;0;SANIDAD, SITACION POLITICA CON LA INTERVENCION DE LA AUTINOMIA 155; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;605;600;155;3; ;15;2;2;3;2;2;4;3;1;5;1;5;7;2;2;7;7;1;0;1;1;0;0;0;0;95; ; ; ;95; ;0;15;LAVANGUARDIA;20;ELPERIODICO;103;ARA;8;0;0;1;3;1;2;1;1;3; ;15;2;8;3;4;1;2;1;3; ;15;5;3; ;15;3;15;3; ;3;5;3; ;3;3;3;1;0;3;1;0;8;1;5;11;1;7;7;1;3;9;1;4;5;1;98;10;1;4;6;1;2;1;1;5;12;1;4;4;2; ;2;10;10;10;8;6;5;10;4;1; ;1;7;0;7;6;3;10;7;6;7;7;7;4;5;5;3;5;5;1;7;5;0;4;4;5;0;5;4;5;4;8;2;2;1; ; ; ; ; ;1; ;2;2;2;9; ;4;1; ;4;1;8; ;1;2;5;1;3;1;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14;1;0;1;1;1;1;0;1;1;4;1;1;1;2; ; ; ; ; ; 
